date,open,high,low,close,volume
2021-05-26,308.52,309.7,305.16,307.43,84476619
2021-05-27,313.43,313.56,308.1,310.83,92101193
2021-05-28,317.78,318.79,315.21,317.0,109036920
2021-05-31,313.34,314.16,312.65,313.41,55785632
2021-06-01,306.76,313.26,306.76,310.16,100661113
2021-06-02,312.04,317.39,312.04,315.23,84617656
2021-06-03,314.8,317.89,311.3,314.6,64861983
2021-06-04,319.42,321.08,318.9,319.99,91833711
2021-06-07,316.63,319.08,316.63,318.39,94679634
2021-06-08,324.15,325.74,322.35,324.04,68632656
2021-06-09,324.84,327.23,322.07,324.65,104306669
2021-06-10,327.29,328.07,323.43,325.75,124618031
2021-06-11,332.19,336.13,327.81,331.97,76733271
2021-06-14,332.66,332.91,328.34,330.63,146653063
2021-06-15,327.0,329.9,324.08,326.99,111244551
2021-06-16,325.14,328.49,322.17,325.33,127308290
2021-06-17,328.93,328.93,326.45,327.19,57016009
2021-06-18,319.57,323.94,318.35,321.14,83660703
2021-06-21,328.25,328.25,321.6,323.7,121014339
2021-06-22,322.3,324.11,319.3,321.7,130427683
2021-06-23,326.85,327.31,325.15,326.23,75039889
2021-06-24,317.79,320.81,313.09,316.95,75928480
2021-06-25,317.0,318.53,309.58,314.06,55951862
2021-06-28,309.02,309.02,307.09,307.8,110517684
2021-06-29,302.39,307.83,301.84,304.84,127403291
2021-06-30,307.98,309.48,302.18,305.83,91002971
2021-07-01,304.75,307.01,303.53,305.27,66098769
2021-07-02,304.59,308.16,300.71,304.43,81646014
2021-07-05,302.0,307.05,300.83,303.94,90284416
2021-07-06,305.58,309.06,300.48,304.77,141613168
2021-07-07,300.2,305.62,296.73,301.18,62401931
2021-07-08,303.97,304.6,303.05,303.82,84326171
2021-07-09,305.89,308.71,303.94,306.33,113806199
2021-07-12,310.8,310.8,305.03,307.84,73667590
2021-07-13,313.06,313.06,308.77,309.98,138473546
2021-07-14,311.25,313.16,309.2,311.18,140930131
2021-07-15,318.97,323.6,314.14,318.87,88010853
2021-07-16,318.04,319.34,317.93,318.63,124594435
2021-07-19,319.31,320.06,315.05,317.56,125592090
2021-07-20,314.26,318.86,310.7,314.78,118179971
2021-07-21,310.32,312.91,309.04,310.98,68648636
2021-07-22,307.92,308.95,303.9,306.42,54953494
2021-07-23,302.43,307.71,298.79,303.25,84722227
2021-07-26,303.02,305.56,300.6,303.08,63120496
2021-07-27,301.98,305.52,301.98,304.39,79232550
2021-07-28,305.74,305.74,303.85,304.67,113833996
2021-07-29,304.89,306.27,297.64,301.96,108880211
2021-07-30,306.41,306.98,303.65,305.31,70943283
2021-08-02,310.36,310.75,305.48,308.11,51771049
2021-08-03,306.31,308.59,306.31,307.61,72563798
2021-08-04,305.66,307.59,303.0,305.3,95480242
2021-08-05,305.95,311.73,303.07,307.4,127913851
2021-08-06,307.83,310.81,305.55,308.18,86514232
2021-08-09,304.09,307.35,298.49,302.92,78592494
2021-08-10,302.92,304.39,301.14,302.76,105134978
2021-08-11,301.66,306.41,301.21,303.81,57158730
2021-08-12,298.64,304.58,296.66,300.62,72544907
2021-08-13,299.31,303.75,299.03,301.39,53643194
2021-08-16,296.95,297.89,294.55,296.22,102561650
2021-08-17,304.17,305.01,297.11,301.06,94317798
2021-08-18,307.74,307.82,303.5,305.66,108255050
2021-08-19,301.93,307.54,301.93,304.82,111712857
2021-08-20,308.42,310.75,301.75,306.25,89512083
2021-08-23,298.87,298.87,296.16,297.48,136888523
2021-08-24,291.18,295.18,291.18,293.44,141825075
2021-08-25,292.05,293.2,291.79,292.5,61080439
2021-08-26,290.4,290.87,286.77,288.82,142012201
2021-08-27,292.19,292.72,290.04,291.38,69667282
2021-08-30,296.5,301.69,295.22,298.45,74840965
2021-08-31,295.23,295.61,293.05,294.33,102980061
2021-09-01,288.35,294.6,288.32,291.46,52940448
2021-09-02,292.05,293.96,290.79,292.37,86410836
2021-09-03,299.81,300.08,296.14,298.11,69459402
2021-09-06,293.86,295.75,291.91,293.83,98253745
2021-09-07,294.06,298.13,291.46,294.79,131468534
2021-09-08,302.67,303.76,298.9,301.33,142412464
2021-09-09,296.88,297.42,293.46,295.44,71218379
2021-09-10,292.9,294.8,287.18,290.99,104489165
2021-09-13,290.86,292.33,286.87,289.6,97441695
2021-09-14,289.43,289.43,286.5,287.88,91512061
2021-09-15,291.84,294.75,286.79,290.77,113269535
2021-09-16,292.09,293.58,289.82,291.7,148943990
2021-09-17,285.7,286.29,284.86,285.57,90524049
2021-09-20,287.09,289.85,285.0,287.43,56521566
2021-09-21,283.79,286.55,283.79,285.52,141596822
2021-09-22,288.59,291.45,288.49,289.97,143211344
2021-09-23,287.47,291.25,284.5,287.88,82236691
2021-09-24,286.11,286.82,284.71,285.76,100166184
2021-09-27,289.78,291.3,284.11,287.7,136258825
2021-09-28,290.36,294.54,286.31,290.42,100375633
2021-09-29,293.54,294.96,289.19,292.07,98119830
2021-09-30,287.8,289.47,283.04,286.25,142196433
2021-10-01,287.85,291.44,284.94,288.19,132880516
2021-10-04,285.54,288.94,280.45,284.7,100732397
2021-10-05,285.24,287.43,283.75,285.59,66150066
2021-10-06,282.65,282.65,279.64,280.79,93840709
2021-10-07,283.28,284.85,279.91,282.38,117645348
2021-10-08,278.07,282.23,277.23,279.73,77248859
2021-10-11,275.73,276.7,274.32,275.51,103728062
2021-10-12,280.24,280.72,275.18,277.95,115881676
2021-10-13,278.59,279.45,278.23,278.84,58502075
2021-10-14,277.49,280.76,272.98,276.87,106964509
2021-10-15,282.55,283.31,280.24,281.78,123755838
2021-10-18,278.92,281.08,278.92,280.37,71434543
2021-10-19,281.28,281.52,279.61,280.56,104841602
2021-10-20,279.59,283.0,279.59,281.55,120941291
2021-10-21,278.67,281.1,277.99,279.54,54428910
2021-10-22,282.72,282.72,280.53,281.21,114408685
2021-10-25,279.99,281.07,277.92,279.49,75974393
2021-10-26,277.77,279.45,276.94,278.2,89733388
2021-10-27,283.46,284.79,280.87,282.83,114800011
2021-10-28,279.3,281.34,277.42,279.38,50440092
2021-10-29,271.39,273.11,269.64,271.38,51679095
2021-11-01,277.61,278.44,274.97,276.7,144976880
2021-11-02,284.21,286.15,284.21,285.25,50605811
2021-11-03,284.01,284.61,283.29,283.95,128878243
2021-11-04,277.0,278.72,276.15,277.44,57499848
2021-11-05,274.29,279.76,273.21,276.48,93060990
2021-11-08,274.35,279.72,271.52,275.62,96809052
2021-11-09,277.23,278.94,271.2,275.07,58191988
2021-11-10,272.0,273.8,269.16,271.48,125353274
2021-11-11,271.64,275.89,271.01,273.45,77566543
2021-11-12,273.13,276.93,273.13,275.25,127105205
2021-11-15,270.25,273.66,267.14,270.4,115549136
2021-11-16,274.88,276.01,269.49,272.75,105129012
2021-11-17,279.29,283.18,275.92,279.55,80861534
2021-11-18,282.04,284.03,276.39,280.21,115226512
2021-11-19,279.65,281.29,277.03,279.16,149764859
2021-11-22,279.42,282.1,275.43,278.77,142312711
2021-11-23,279.03,284.42,277.4,280.91,141630203
2021-11-24,276.45,276.81,273.51,275.16,71970502
2021-11-25,275.32,279.67,271.9,275.79,108530990
2021-11-26,275.76,275.76,273.69,274.58,89780439
2021-11-29,279.6,284.94,276.56,280.75,146694713
2021-11-30,280.49,283.61,276.88,280.24,145008532
2021-12-01,286.44,286.86,285.02,285.94,136801729
2021-12-02,282.02,285.21,279.26,282.24,66273197
2021-12-03,284.88,285.0,283.61,284.31,81889851
2021-12-06,285.1,288.91,282.05,285.48,121127533
2021-12-07,281.68,286.09,279.09,282.59,124959624
2021-12-08,285.55,286.06,280.49,283.28,85029025
2021-12-09,288.99,291.26,283.71,287.49,63683178
2021-12-10,285.37,287.39,285.37,286.46,63691026
2021-12-13,281.52,282.29,279.16,280.72,118455142
2021-12-14,279.71,282.82,278.68,280.75,95416951
2021-12-15,276.15,278.5,276.15,277.79,99108182
2021-12-16,278.17,278.9,274.57,276.74,131536521
2021-12-17,274.19,278.05,274.19,276.55,51682593
2021-12-20,272.23,272.9,269.05,270.97,125453093
2021-12-21,265.46,267.8,263.8,265.8,77422982
2021-12-22,267.13,271.01,263.82,267.42,143120960
2021-12-23,266.36,267.28,264.35,265.82,145538221
2021-12-24,258.47,261.23,254.21,257.72,100213623
2021-12-27,259.15,262.18,258.26,260.22,81583148
2021-12-28,262.09,262.79,259.52,261.15,73318151
2021-12-29,259.14,261.2,256.78,258.99,68145445
2021-12-30,253.38,256.87,253.08,254.98,149920640
2021-12-31,257.39,258.99,256.23,257.61,68753144
2022-01-03,260.55,260.98,256.56,258.77,94656427
2022-01-04,268.48,268.48,265.19,266.24,97921326
2022-01-05,268.63,269.43,265.91,267.67,117918078
2022-01-06,267.39,271.51,266.48,268.99,134264924
2022-01-07,269.19,270.51,266.55,268.53,105799630
2022-01-10,272.4,274.69,267.8,271.25,125800176
2022-01-11,274.35,274.82,271.9,273.36,106668623
2022-01-12,278.64,281.6,273.5,277.55,93685200
2022-01-13,276.4,279.26,272.53,275.9,65774996
2022-01-14,274.44,278.54,270.54,274.54,70872688
2022-01-17,272.21,276.56,269.52,273.04,93241796
2022-01-18,273.1,276.78,273.1,275.72,81636173
2022-01-19,281.23,283.24,278.27,280.76,96263031
2022-01-20,279.55,280.47,278.12,279.29,97263550
2022-01-21,278.73,281.47,274.44,277.95,131477534
2022-01-24,277.22,281.76,276.41,279.09,146765945
2022-01-25,279.24,279.86,276.84,278.35,122968199
2022-01-26,284.5,285.58,277.64,281.61,57953590
2022-01-27,274.19,275.04,273.13,274.08,90860076
2022-01-28,271.36,273.98,268.91,271.45,122991091
2022-01-31,269.4,272.04,265.92,268.98,109470267
2022-02-01,264.23,264.23,260.85,261.57,95778410
2022-02-02,257.3,261.15,256.1,258.63,93624652
2022-02-03,256.12,259.09,252.64,255.86,90595913
2022-02-04,254.3,256.06,254.3,255.32,107901610
2022-02-07,258.1,261.05,256.57,258.81,67878107
2022-02-08,258.06,259.51,256.74,258.13,101750524
2022-02-09,256.73,257.72,252.3,255.01,70586774
2022-02-10,257.21,257.21,254.01,254.91,136474858
2022-02-11,258.78,261.86,254.54,258.2,100770884
2022-02-14,254.77,258.73,251.77,255.25,88757992
2022-02-15,255.69,255.69,251.42,252.54,144061099
2022-02-16,253.76,255.88,252.73,254.31,115969220
2022-02-17,252.98,256.15,251.26,253.71,92802818
2022-02-18,253.48,258.65,252.86,255.75,52878422
2022-02-21,257.58,257.77,253.81,255.79,51591630
2022-02-22,259.27,259.27,256.98,258.02,72148658
2022-02-23,257.97,257.97,254.04,254.89,73637353
2022-02-24,253.16,258.76,251.11,254.93,122139981
2022-02-25,256.22,256.38,252.35,254.36,100060685
2022-02-28,250.82,254.07,247.38,250.73,149995928
2022-03-01,247.09,248.14,244.06,246.1,104057185
2022-03-02,246.15,251.67,244.73,248.2,140312035
2022-03-03,249.04,249.04,246.45,247.23,105238478
2022-03-04,245.23,245.23,243.42,244.27,85818123
2022-03-07,244.01,247.5,240.62,244.06,121455209
2022-03-08,248.24,250.98,243.9,247.44,94942643
2022-03-09,239.82,242.21,239.27,240.74,77464814
2022-03-10,235.8,238.05,234.92,236.49,97322528
2022-03-11,233.4,235.78,232.1,233.94,116490367
2022-03-14,235.91,239.88,235.91,238.11,87555910
2022-03-15,240.02,240.06,237.92,238.99,120403227
2022-03-16,242.7,244.56,237.96,241.26,148071554
2022-03-17,237.2,239.3,236.78,238.04,91128075
2022-03-18,235.32,237.53,232.29,234.91,79523489
2022-03-21,235.93,236.92,235.56,236.24,90216909
2022-03-22,236.87,237.07,235.89,236.48,133826182
2022-03-23,237.36,240.61,235.61,238.11,67892478
2022-03-24,236.59,239.16,236.12,237.64,147367731
2022-03-25,239.76,241.01,236.0,238.51,91398737
2022-03-28,238.95,239.8,238.26,239.03,134161451
2022-03-29,243.77,244.79,237.87,241.33,128681629
2022-03-30,243.8,246.6,240.88,243.74,128357802
2022-03-31,237.97,242.28,235.88,239.08,140897300
2022-04-01,234.13,234.13,231.82,232.7,68485262
2022-04-04,236.31,237.02,234.12,235.57,109361319
2022-04-05,239.87,240.62,237.37,239.0,59900437
2022-04-06,237.55,238.26,234.02,236.14,79937034
2022-04-07,230.19,232.29,229.59,230.94,54058774
2022-04-08,231.14,231.93,230.64,231.29,118228971
2022-04-11,233.74,235.53,232.35,233.94,110772792
2022-04-12,237.51,240.32,237.51,239.05,124014620
2022-04-13,240.29,242.3,238.92,240.61,67622771
2022-04-14,241.21,241.21,238.51,239.61,83221277
2022-04-15,237.39,238.39,235.83,237.11,117634111
2022-04-18,235.62,239.62,234.81,237.21,132654786
2022-04-19,234.59,238.1,234.59,236.43,138567638
2022-04-20,235.57,235.57,232.11,233.62,57369583
2022-04-21,239.33,241.58,237.3,239.44,90252939
2022-04-22,243.85,247.58,241.7,244.64,51075371
2022-04-25,247.71,249.77,246.33,248.05,131851780
2022-04-26,243.57,247.75,243.02,245.38,62297077
2022-04-27,249.74,251.58,244.36,247.97,132214736
2022-04-28,249.46,252.15,247.75,249.95,65600834
2022-04-29,253.07,254.83,247.88,251.35,51536986
2022-05-02,255.26,258.34,252.05,255.2,137892903
2022-05-03,259.06,259.06,256.51,257.22,93881208
2022-05-04,259.91,261.55,257.61,259.58,92498170
2022-05-05,262.76,264.54,258.74,261.64,114673556
2022-05-06,263.74,266.69,258.89,262.79,77493169
2022-05-09,258.05,259.29,255.2,257.25,119079631
2022-05-10,258.03,258.41,256.75,257.58,92907511
2022-05-11,255.64,258.32,253.56,255.94,77266083
2022-05-12,254.5,254.5,251.17,252.08,89484089
2022-05-13,256.08,260.28,254.22,257.25,50614344
2022-05-16,262.67,264.92,260.4,262.66,80146166
2022-05-17,267.05,270.07,263.98,267.03,109144824
2022-05-18,268.46,271.49,264.36,267.92,63789958
2022-05-19,271.76,275.12,269.57,272.35,61854895
2022-05-20,272.9,275.18,269.75,272.47,115591546
2022-05-23,272.98,276.44,269.99,273.21,92823145
2022-05-24,267.58,273.2,266.22,269.71,63660440
2022-05-25,271.09,274.68,267.47,271.07,124783619
2022-05-26,269.86,272.02,269.86,271.35,127542445
2022-05-27,264.88,269.66,264.73,267.19,53476232
2022-05-30,267.29,268.39,265.82,267.11,70168801
2022-05-31,267.58,270.45,263.41,266.93,87034546
2022-06-01,273.49,275.62,269.93,272.77,123137130
2022-06-02,276.56,277.84,273.72,275.78,57403034
2022-06-03,273.23,277.13,273.23,275.9,130558610
2022-06-06,274.92,278.58,274.92,276.81,81944235
2022-06-07,279.77,280.13,273.95,277.04,62532600
2022-06-08,275.0,277.73,275.0,276.45,136337156
2022-06-09,273.77,273.82,272.06,272.94,58674576
2022-06-10,271.59,276.22,268.83,272.52,62957790
2022-06-13,270.27,273.39,266.94,270.17,144957277
2022-06-14,265.35,267.42,264.97,266.19,101956631
2022-06-15,268.66,269.46,266.35,267.91,96304680
2022-06-16,269.43,273.19,265.3,269.24,113023549
2022-06-17,262.96,266.51,260.6,263.55,111355921
2022-06-20,261.86,265.86,260.63,263.24,52326043
2022-06-21,266.83,268.07,264.87,266.47,105173498
2022-06-22,268.3,271.52,268.3,269.94,77871018
2022-06-23,273.92,274.03,272.65,273.34,130766939
2022-06-24,277.14,277.14,270.41,273.55,100539765
2022-06-27,272.69,272.69,270.16,270.86,62376887
2022-06-28,268.38,268.38,266.86,267.42,138621831
2022-06-29,268.49,271.69,265.52,268.6,78428442
2022-06-30,267.29,273.77,266.04,269.91,77143941
2022-07-01,272.34,277.4,270.91,274.16,143627633
2022-07-04,279.64,280.12,275.6,277.86,127519131
2022-07-05,276.4,279.81,275.19,277.5,135951882
2022-07-06,272.48,275.54,271.34,273.44,116221292
2022-07-07,272.25,274.17,270.78,272.47,141048475
2022-07-08,271.81,275.67,270.87,273.27,61527076
2022-07-11,271.01,274.76,270.61,272.69,109997463
2022-07-12,270.81,273.52,268.23,270.88,79337517
2022-07-13,270.57,275.5,268.06,271.78,89842448
2022-07-14,269.22,274.25,266.18,270.22,73786403
2022-07-15,267.21,269.07,267.21,268.26,70503750
2022-07-18,270.05,271.23,267.46,269.34,94252758
2022-07-19,267.82,269.29,266.96,268.13,141828995
2022-07-20,268.75,270.76,267.22,268.99,113533424
2022-07-21,270.76,271.5,268.41,269.95,84935201
2022-07-22,266.16,267.48,265.21,266.34,93341975
2022-07-25,264.52,268.05,261.73,264.89,102983376
2022-07-26,270.17,271.81,267.26,269.54,74453657
2022-07-27,266.75,269.57,262.15,265.86,102120727
2022-07-28,258.99,259.81,258.56,259.19,119587876
2022-07-29,253.57,254.2,252.74,253.47,74316782
2022-08-01,252.65,255.47,251.8,253.64,108447109
2022-08-02,252.71,254.58,252.71,253.81,120836903
2022-08-03,254.5,254.9,252.15,253.53,101931390
2022-08-04,257.87,261.11,253.48,257.3,79196218
2022-08-05,249.69,250.29,247.94,249.12,105441959
2022-08-08,250.73,251.52,249.23,250.38,129323597
2022-08-09,255.2,257.56,252.73,255.14,72190064
2022-08-10,252.64,253.9,249.63,251.77,107467778
2022-08-11,251.87,253.09,248.3,250.7,118043106
2022-08-12,249.64,250.22,246.79,248.51,82149580
2022-08-15,245.79,249.05,242.78,245.91,88750053
2022-08-16,246.72,246.72,244.09,245.03,138885813
2022-08-17,249.58,251.18,247.41,249.3,86346781
2022-08-18,255.67,257.66,252.07,254.87,109823229
2022-08-19,254.27,257.29,250.54,253.92,64973420
2022-08-22,260.12,261.56,258.03,259.8,142597822
2022-08-23,259.03,262.42,257.55,259.99,109683733
2022-08-24,266.47,266.47,264.77,265.54,126036336
2022-08-25,269.09,269.09,264.2,265.32,110266441
2022-08-26,265.32,266.58,265.04,265.81,85548877
2022-08-29,267.15,270.12,264.0,267.06,84030064
2022-08-30,276.71,278.92,275.73,277.33,120120926
2022-08-31,279.56,283.44,277.05,280.24,135985005
2022-09-01,280.1,280.1,277.15,277.95,62764504
2022-09-02,280.32,284.98,277.55,281.26,134545789
2022-09-05,279.46,283.73,276.52,280.13,133000347
2022-09-06,276.35,279.44,276.35,278.57,60905430
2022-09-07,280.62,282.34,280.62,281.69,60816389
2022-09-08,279.47,282.65,279.47,281.88,119503838
2022-09-09,283.8,286.61,279.2,282.9,134280481
2022-09-12,287.0,287.0,281.61,283.04,89383475
2022-09-13,283.74,286.86,281.67,284.26,114063560
2022-09-14,283.42,287.95,283.42,285.8,149971485
2022-09-15,280.5,282.69,275.79,279.24,82279711
2022-09-16,280.53,283.91,279.21,281.56,72502362
2022-09-19,280.13,280.69,275.96,278.32,149161859
2022-09-20,273.21,277.66,269.53,273.59,78052420
2022-09-21,272.62,274.56,272.4,273.48,97259261
2022-09-22,273.6,277.34,270.33,273.84,94210629
2022-09-23,272.67,272.67,270.92,271.64,102322611
2022-09-26,274.12,276.69,272.18,274.43,76871514
2022-09-27,269.42,273.75,266.44,270.09,117902459
2022-09-28,268.59,271.72,265.99,268.86,119199336
2022-09-29,265.35,269.96,264.14,267.05,70055861
2022-09-30,267.51,268.43,265.53,266.98,98090811
2022-10-03,265.56,269.95,265.56,267.96,55736050
2022-10-04,264.21,266.59,263.0,264.79,72087883
2022-10-05,268.19,269.52,264.83,267.18,148721834
2022-10-06,267.86,269.6,265.32,267.46,100637406
2022-10-07,262.24,263.1,259.83,261.47,112272918
2022-10-10,255.32,256.92,253.87,255.4,138878776
2022-10-11,256.93,256.93,254.09,255.44,121374244
2022-10-12,256.02,256.56,253.12,254.84,129239564
2022-10-13,255.17,255.6,253.59,254.6,121205200
2022-10-14,255.77,257.98,251.19,254.59,99882892
2022-10-17,256.31,257.86,252.84,255.35,113257252
2022-10-18,257.77,259.3,257.37,258.33,78849260
2022-10-19,253.25,257.78,252.16,254.97,139041543
2022-10-20,251.99,254.73,248.18,251.46,67988646
2022-10-21,248.91,249.5,246.97,248.23,138410072
2022-10-24,250.53,250.53,248.18,249.17,137838287
2022-10-25,251.78,253.5,251.78,252.97,64227878
2022-10-26,250.59,252.39,250.59,251.73,121016694
2022-10-27,244.81,247.16,241.34,244.25,148966824
2022-10-28,239.24,242.88,235.78,239.33,107216330
2022-10-31,234.77,237.62,234.77,237.01,84034466
2022-11-01,235.94,238.26,232.73,235.49,137943464
2022-11-02,232.24,235.1,232.24,234.41,101255612
2022-11-03,233.48,236.86,232.31,234.59,62169028
2022-11-04,235.36,236.55,231.02,233.78,74927415
2022-11-07,238.96,238.96,235.22,236.8,118248928
2022-11-08,233.52,235.45,233.52,234.95,95536624
2022-11-09,232.2,234.85,230.32,232.59,71671231
2022-11-10,234.04,237.48,230.51,233.99,129903352
2022-11-11,231.8,231.8,228.52,229.75,62057744
2022-11-14,230.32,231.92,229.86,230.89,71906687
2022-11-15,230.7,232.08,230.41,231.25,96560850
2022-11-16,232.7,233.04,228.78,230.91,53952438
2022-11-17,234.94,237.67,233.08,235.38,88739292
2022-11-18,234.53,236.57,230.82,233.69,140995221
2022-11-21,237.77,242.36,236.71,239.54,144117360
2022-11-22,238.76,242.21,235.71,238.96,137195464
2022-11-23,233.42,238.31,232.44,235.37,82397954
2022-11-24,234.4,236.87,234.4,235.64,56487060
2022-11-25,233.64,234.81,230.52,232.67,131490225
2022-11-28,230.58,231.99,229.29,230.64,87331736
2022-11-29,231.44,233.26,230.35,231.81,124882700
2022-11-30,232.55,236.72,230.13,233.42,61916711
2022-12-01,231.49,234.27,229.23,231.75,108638842
2022-12-02,234.92,238.01,231.12,234.56,142040047
2022-12-05,239.06,239.66,236.13,237.89,60192987
2022-12-06,238.89,244.24,238.89,242.06,90792459
2022-12-07,242.66,245.71,241.64,243.68,148994183
2022-12-08,247.93,248.58,246.89,247.73,88967118
2022-12-09,242.1,243.45,240.99,242.22,115804233
2022-12-12,241.85,243.5,239.23,241.37,66094742
2022-12-13,239.25,239.61,238.24,238.93,122840517
2022-12-14,238.98,242.72,235.96,239.34,77576207
2022-12-15,237.15,238.63,236.91,237.77,107222110
2022-12-16,237.08,238.45,236.28,237.37,137977645
2022-12-19,244.2,245.7,239.9,242.8,116105081
2022-12-20,241.49,243.17,241.49,242.38,97438213
2022-12-21,243.58,247.0,240.32,243.66,69005293
2022-12-22,243.27,245.83,240.27,243.05,84135332
2022-12-23,245.24,245.24,242.64,243.34,134927592
2022-12-26,243.07,246.11,240.76,243.43,71611205
2022-12-27,245.99,247.32,242.32,244.82,115630262
2022-12-28,249.84,251.26,245.37,248.31,82087606
2022-12-29,253.22,256.53,250.06,253.3,121666537
2022-12-30,254.05,257.2,251.43,254.31,86213849
2023-01-02,255.77,258.65,253.73,256.19,78669202
2023-01-03,252.41,254.29,251.16,252.73,102925307
2023-01-04,253.62,255.33,249.74,252.54,125771652
2023-01-05,255.76,259.15,251.77,255.46,136414007
2023-01-06,258.5,260.68,255.71,258.19,112978777
2023-01-09,257.47,261.68,256.17,258.93,116198452
2023-01-10,260.49,263.77,259.75,261.76,128756256
2023-01-11,266.2,266.5,260.26,263.38,76924573
2023-01-12,267.01,271.25,263.25,267.25,75090962
2023-01-13,267.22,269.36,267.16,268.26,98398465
2023-01-16,269.11,269.11,265.96,267.2,113102814
2023-01-17,268.73,270.77,265.93,268.35,114599598
2023-01-18,259.74,261.13,256.86,259.0,65373527
2023-01-19,260.08,262.72,257.81,260.26,128061031
2023-01-20,248.55,249.6,248.29,248.95,86379698
2023-01-23,243.67,245.64,242.1,243.87,137729018
2023-01-24,243.57,247.62,242.92,245.27,122436009
2023-01-25,246.64,249.12,244.38,246.75,148294305
2023-01-26,243.74,245.95,240.81,243.38,113166838
2023-01-27,243.61,244.12,238.63,241.37,68786072
2023-01-30,245.52,247.95,242.88,245.42,89866480
2023-01-31,241.21,247.06,241.07,244.06,135834267
2023-02-01,250.59,253.24,248.17,250.71,88202960
2023-02-02,254.21,254.21,248.52,250.78,55335098
2023-02-03,253.17,254.57,249.59,252.08,74513263
2023-02-06,256.0,257.9,256.0,257.04,109521568
2023-02-07,258.29,258.96,256.1,257.53,112910977
2023-02-08,253.56,256.76,252.25,254.51,143385528
2023-02-09,252.53,257.64,250.85,254.25,103150473
2023-02-10,253.77,256.97,251.46,254.21,105451242
2023-02-13,250.24,250.92,249.33,250.13,130067181
2023-02-14,247.1,251.85,247.02,249.43,54864675
2023-02-15,245.87,248.5,245.87,247.29,109518097
2023-02-16,250.12,252.99,247.22,250.11,97400197
2023-02-17,249.77,253.48,247.09,250.28,128308831
2023-02-20,250.0,251.93,247.09,249.51,130035610
2023-02-21,247.75,251.68,246.85,249.27,115559413
2023-02-22,250.9,251.61,248.41,250.01,115728252
2023-02-23,250.44,253.9,249.97,251.93,119113201
2023-02-24,251.03,252.28,245.69,248.99,108013485
2023-02-27,243.84,248.75,243.15,245.95,72781115
2023-02-28,247.92,251.47,247.1,249.28,78452404
2023-03-01,248.64,249.81,246.44,248.13,124182091
2023-03-02,246.01,246.01,243.33,243.98,111836754
2023-03-03,245.74,246.3,244.41,245.35,73790988
2023-03-06,247.49,247.9,245.68,246.79,137785812
2023-03-07,242.35,243.99,240.67,242.33,148064027
2023-03-08,241.83,246.54,239.6,243.07,112608118
2023-03-09,244.69,247.39,243.19,245.29,72778719
2023-03-10,244.97,247.71,244.97,246.47,143828032
2023-03-13,246.82,249.25,246.82,248.41,73668400
2023-03-14,244.79,245.86,242.74,244.3,93246419
2023-03-15,243.96,248.43,242.25,245.34,135867312
2023-03-16,244.92,246.23,242.82,244.52,102067886
2023-03-17,241.6,246.11,240.25,243.18,74298586
2023-03-20,246.16,248.85,242.74,245.8,58010204
2023-03-21,249.62,251.09,249.37,250.23,86090279
2023-03-22,257.49,258.23,253.16,255.7,117208961
2023-03-23,260.23,263.57,256.05,259.81,121464016
2023-03-24,261.15,261.42,257.67,259.54,72294142
2023-03-27,259.73,261.41,259.73,260.72,120145249
2023-03-28,263.27,266.88,259.51,263.2,65907175
2023-03-29,262.36,267.21,260.1,263.66,56425412
2023-03-30,263.6,266.47,261.83,264.15,98635842
2023-03-31,266.49,269.29,264.39,266.84,107091173
2023-04-03,265.76,268.0,265.46,266.73,74369675
2023-04-04,262.87,267.82,261.13,264.48,71122034
2023-04-05,261.38,265.47,261.01,263.24,73565795
2023-04-06,262.22,265.97,262.22,265.32,84282619
2023-04-07,264.01,268.3,262.52,265.41,50923892
2023-04-10,267.41,270.4,262.75,266.57,51175607
2023-04-11,266.65,272.23,265.36,268.8,87044959
2023-04-12,265.84,269.17,265.84,267.67,51990369
2023-04-13,272.6,272.6,269.45,270.18,81825055
2023-04-14,270.62,275.35,267.63,271.49,108091216
2023-04-17,267.98,271.34,263.75,267.55,53115581
2023-04-18,273.13,274.69,269.83,272.26,111782485
2023-04-19,271.6,273.5,267.9,270.7,112123317
2023-04-20,263.39,267.53,263.28,265.41,107333354
2023-04-21,261.86,264.11,260.2,262.16,112665518
2023-04-24,256.93,259.95,256.93,259.03,130923646
2023-04-25,262.44,262.44,258.42,259.27,57080047
2023-04-26,256.43,259.79,256.43,258.49,66882759
2023-04-27,256.17,260.84,254.21,257.52,81704156
2023-04-28,258.17,260.53,258.17,259.52,118811528
2023-05-01,258.7,261.94,258.7,260.65,137280553
2023-05-02,263.49,264.11,259.33,261.72,141866457
2023-05-03,266.27,266.27,261.82,263.09,108216706
2023-05-04,264.48,266.2,264.02,265.11,91011399
2023-05-05,256.78,260.89,256.07,258.48,91197472
2023-05-08,254.55,259.18,254.55,257.43,55982366
2023-05-09,250.47,253.31,248.23,250.77,96510192
2023-05-10,250.56,254.43,247.48,250.96,101284550
2023-05-11,250.2,252.01,250.02,251.02,70827999
2023-05-12,254.52,257.77,250.71,254.24,126795192
2023-05-15,258.45,261.48,254.4,257.94,131188150
2023-05-16,259.06,261.95,255.34,258.65,80201873
2023-05-17,256.76,259.8,254.55,257.17,141400470
2023-05-18,257.32,261.35,256.14,258.75,60709995
2023-05-19,258.04,259.84,254.53,257.18,141066404
